,name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image,goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,tackles,errorLeadToGoal,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed
593,Wanderson,wanderson,Wanderson,D,186.0,Right,44,368846,4.0,1991-02-07,2024-12-31,1973,260000.0,BR,Brazil,260000.0,EUR,https://api.sofascore.app/api/v1/player/368846/image,0,0.0,0,0,0,0,0.09,2,0.0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,0.0,5,0,4,0,0,0,28,6,0,0,0,0,1,0,0,0,9,0,0,0,0,0,165,9,15,0,73.33,1,35.71,121,74,0,0,44,47,0.0,0,17,506,45,0,68.0,0,7,5,22,10,5,23.81,47.83,0
594,Nathan,nathan,Nathan,D,183.0,Right,198,1016912,22.0,2001-09-05,2024-06-30,49531,1900000.0,BR,Brazil,1900000.0,EUR,https://api.sofascore.app/api/v1/player/1016912/image,0,66.67,2,0,0,0,0.06,2,0.0,0,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,14,0,8,0,0,0,5,9,0,0,0,0,1,0,0,0,4,0,0,1,0,1,164,26,3,0,84.15,2,33.33,138,68,2,0,26,72,15.38,2,6,496,72,0,50.0,1,7,31,37,9,7,49.21,49.33,6
595,Iago Maidana,iago-maidana,I. Maidana,D,194.0,Right,233,599686,3.0,1996-02-06,2023-12-31,1973,1900000.0,BR,Brazil,1900000.0,EUR,https://api.sofascore.app/api/v1/player/599686/image,0,75.0,3,0,0,0,0.79,15,0.0,0,0,1,1,5,0,0,0,0.0,3,7,0,0,0,0.0,32,0,32,0,1,0,102,10,0,0,0,0,1,0,0,0,48,0,0,6,0,0,767,49,58,0,74.97,4,41.13,575,379,1,0,192,197,100.0,5,73,2174,211,1,72.28,6,30,40,113,36,24,45.45,59.79,3
596,Patrick,patrick,Patrick,M,176.0,Right,594,594428,49.0,1992-07-29,2025-12-31,1977,2600000.0,BR,Brazil,2600000.0,EUR,https://api.sofascore.app/api/v1/player/594428/image,0,43.75,2,1,0,0,0.94,6,0.0,0,0,1,1,1,0,0,0,0.0,14,3,0,0,0,0.0,28,0,6,0,0,0,9,15,0,0,0,0,1,0,0,0,7,0,0,0,0,2,281,64,8,0,83.27,4,66.67,234,110,4,0,47,128,25.0,1,11,565,120,0,40.74,13,22,55,66,9,2,48.67,47.14,16
597,Edu,edu,Edu,D,188.0,Right,41,989715,43.0,2000-06-16,2024-06-30,1960,460000.0,BR,Brazil,460000.0,EUR,https://api.sofascore.app/api/v1/player/989715/image,0,50.0,0,0,0,0,0.4,2,0.0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0.0,3,0,1,0,1,0,20,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,114,4,14,0,84.21,1,51.85,96,76,1,0,18,21,100.0,1,1,267,21,0,25.0,6,7,10,11,7,2,45.45,42.31,1
598,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,184.0,Right,291,973841,25.0,2001-01-30,2023-12-31,2020,3100000.0,BR,Brazil,3100000.0,EUR,https://api.sofascore.app/api/v1/player/973841/image,0,100.0,1,0,0,0,0.3,3,0.0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0.0,1,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,20,0,0,92.54,0,0.0,62,20,0,0,5,42,0.0,1,3,84,12,0,60.0,0,6,2,5,3,0,20.0,33.33,2
599,Lucas Milla,lucas-milla,Lucas Milla,M,176.0,Right,90,1176212,45.0,2003-01-28,2025-12-31,5926,425000.0,BR,Brazil,425000.0,EUR,https://api.sofascore.app/api/v1/player/1176212/image,0,100.0,0,0,0,0,0.27,3,0.0,0,0,0,0,0,0,0,0,0.0,7,3,0,0,0,0.0,10,0,4,0,0,0,5,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,141,26,5,0,65.96,1,35.71,93,36,0,0,48,57,0.0,2,9,312,61,0,50.0,3,8,20,29,9,4,46.51,47.54,5
600,Dalbert,dalbert,Dalbert,M,181.0,Left,395,385386,29.0,1993-09-08,2023-12-31,1966,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/385386/image,0,14.29,0,0,0,0,0.04,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,18,0,6,0,1,0,6,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,256,41,4,0,76.56,4,17.39,196,105,2,0,60,93,14.29,0,8,501,98,0,61.54,7,9,26,34,12,7,56.52,57.63,1
601,Luciano Arriagada,luciano-arriagada,Luciano Arriagada,F,184.0,Right,473,1014798,32.0,2002-04-30,2025-12-31,1967,905000.0,CL,Chile,905000.0,EUR,https://api.sofascore.app/api/v1/player/1014798/image,0,100.0,0,0,0,0,0.89,4,0.0,0,0,0,1,1,0,0,0,0.0,2,3,0,0,0,0.0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,13,1,0,76.0,2,100.0,38,12,1,0,12,27,100.0,0,5,223,31,0,26.32,6,10,9,14,14,1,28.13,27.45,8
602,Lucas Kal,lucas-kal,Lucas Kal,M,186.0,Right,124,840118,21.0,1996-03-16,2024-06-30,1973,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/840118/image,0,50.0,4,0,0,0,0.33,10,0.0,0,0,0,0,2,0,0,0,0.0,2,4,0,0,0,0.0,17,0,14,0,0,0,16,21,0,0,0,0,0,0,0,0,24,0,0,3,0,1,551,113,27,0,82.76,10,48.21,456,198,3,0,95,261,50.0,4,8,1132,112,0,40.0,3,17,22,30,18,14,34.38,35.71,2
603,Neto Moura,neto-moura,N. Moura,M,176.0,Right,213,559034,5.0,1996-08-06,2025-12-31,1954,865000.0,BR,Brazil,865000.0,EUR,https://api.sofascore.app/api/v1/player/559034/image,0,100.0,3,0,0,0,0.4,7,0.0,0,0,1,1,1,0,0,0,0.0,4,3,0,0,0,0.0,9,0,7,0,0,0,2,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,251,68,23,0,85.66,5,79.31,215,81,2,0,36,136,50.0,1,3,516,47,0,30.0,1,13,14,17,12,6,29.79,29.82,2
604,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,172.0,Right,303,877599,14.0,1996-01-03,2025-12-31,1968,1200000.0,UY,Uruguay,1200000.0,EUR,https://api.sofascore.app/api/v1/player/877599/image,1,45.0,2,0,0,0,0.96,14,7.14,0,0,1,0,3,0,0,0,0.0,9,9,0,1,1,0.0,53,0,17,0,0,0,24,61,0,0,0,0,4,0,0,0,29,0,0,6,0,0,857,126,81,0,78.76,4,55.48,675,346,2,0,182,331,28.57,11,21,1946,236,1,51.22,17,29,79,100,64,23,35.43,37.88,11
605,Wellington Paulista,wellington-paulista,W. Paulista,F,183.0,Right,245,29106,9.0,1983-04-22,2023-12-31,1973,145000.0,BR,Brazil,145000.0,EUR,https://api.sofascore.app/api/v1/player/29106/image,1,100.0,1,0,0,0,1.94,13,7.69,0,0,2,2,2,1,0,0,0.0,1,10,0,1,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,14,0,0,75.0,1,0.0,30,11,0,0,10,19,0.0,1,7,217,18,1,50.0,1,10,2,9,5,0,25.0,40.91,1
606,Júnior Urso,junior-urso,Júnior Urso,M,182.0,Right,175,243251,21.0,1989-03-10,2023-12-31,52237,415000.0,BR,Brazil,415000.0,EUR,https://api.sofascore.app/api/v1/player/243251/image,0,71.43,5,0,0,0,0.31,7,0.0,0,0,0,0,1,0,0,0,0.0,5,1,0,0,0,0.0,4,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,1,0,0,121,17,7,0,90.08,2,87.5,109,64,0,0,12,45,0.0,2,6,296,26,0,60.0,10,6,18,24,4,2,54.55,55.81,5
607,Jhonny Lucas,jhonny-lucas,Jhonny Lucas,M,170.0,Right,74,893524,13.0,2000-02-21,2024-12-31,1960,410000.0,BR,Brazil,410000.0,EUR,https://api.sofascore.app/api/v1/player/893524/image,0,0.0,0,0,0,0,0.14,2,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,75.0,1,0.0,6,2,0,0,2,4,0.0,1,0,24,4,0,0.0,0,2,0,0,2,0,0.0,0.0,1
608,Gabriel Silva,gabriel-silva,Gabriel Silva,M,180.0,,68,1176796,20.0,2002-07-03,,1982,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1176796/image,0,0.0,0,0,0,0,0.06,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,80.0,0,0.0,4,2,0,0,1,2,0.0,0,0,39,4,0,0.0,0,2,2,2,0,0,66.67,40.0,1
609,Pablinho,pablinho,Pablinho,F,180.0,Right,13,1465710,82.0,2003-09-20,,307234,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1465710/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,85.71,0,0.0,6,3,0,0,1,3,0.0,0,1,32,4,0,100.0,2,2,5,6,0,0,62.5,66.67,0
610,Rodrigo Caio,rodrigo-caio,R. Caio,D,183.0,Right,1625,166273,3.0,1993-08-17,2023-12-31,5981,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/166273/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,59,7,2,0,96.61,0,100.0,57,29,0,0,2,28,0.0,0,1,71,2,0,33.33,2,4,3,4,1,0,75.0,57.14,0
611,Luan Dias,luan-dias,Luan Dias,F,181.0,Left,85,1016887,97.0,1997-07-31,2023-12-31,1968,705000.0,BR,Brazil,705000.0,EUR,https://api.sofascore.app/api/v1/player/1016887/image,0,80.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,8,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,1,0,0,50,10,0,0,76.0,1,0.0,38,10,1,0,12,29,9.09,3,0,183,29,0,0.0,5,8,17,17,10,1,47.22,44.74,3
612,Felipe Augusto,felipe-augusto,Felipe Augusto,F,187.0,Left,431,1106681,41.0,2004-02-18,2026-05-01,1957,725000.0,BR,Brazil,725000.0,EUR,https://api.sofascore.app/api/v1/player/1106681/image,0,42.86,1,0,0,0,0.29,7,0.0,0,0,1,0,3,0,0,0,0.0,3,3,0,0,0,0.0,5,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,53,10,1,0,62.26,1,100.0,33,16,0,0,20,17,0.0,0,12,328,45,0,44.44,10,13,18,30,8,2,39.13,41.1,9
613,Diogo Batista,batista-diogo,D. Batista,D,173.0,Right,28,1120958,29.0,2003-08-29,,1982,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1120958/image,0,40.0,2,0,0,0,0.18,5,0.0,0,0,0,0,2,0,0,0,0.0,2,1,0,0,0,0.0,10,0,2,0,0,0,13,9,0,0,0,0,0,0,0,0,7,0,0,1,0,1,183,30,14,1,76.5,7,51.85,140,78,2,0,43,64,15.38,1,4,424,76,0,44.44,3,9,15,19,8,4,37.5,38.78,5
614,Kevin,kevin,Kevin,F,176.0,Right,680,1112879,37.0,2003-01-04,2026-12-31,1963,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/1112879/image,0,52.63,4,0,0,0,0.58,6,0.0,0,0,1,1,1,0,0,0,0.0,10,1,0,0,0,0.0,6,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,70,22,4,0,77.14,1,50.0,54,20,0,0,16,34,0.0,2,1,229,51,0,33.33,5,7,21,22,7,2,50.0,48.89,5
615,Matheus Felipe,matheus-felipe,M. Felipe,D,186.0,Right,65,1110173,42.0,1998-11-09,2026-12-31,1967,1200000.0,BR,Brazil,1200000.0,EUR,https://api.sofascore.app/api/v1/player/1110173/image,0,0.0,0,0,0,0,0.03,2,0.0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,0.0,5,0,6,0,0,0,21,4,0,0,0,0,0,0,0,0,8,0,0,1,0,0,213,11,10,0,82.63,2,33.33,176,133,0,0,37,43,0.0,1,13,499,42,0,59.09,2,8,7,20,4,6,41.18,51.28,1
616,Erison,erison,Erison,F,180.0,Left,703,1089111,49.0,1999-04-13,2023-12-31,1981,2900000.0,BR,Brazil,2900000.0,EUR,https://api.sofascore.app/api/v1/player/1089111/image,1,37.5,4,0,0,1,1.57,15,6.67,1,0,2,2,4,1,0,1,100.0,6,7,1,1,0,0.0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,27,13,0,1,66.67,3,0.0,18,5,0,0,9,13,0.0,3,7,295,41,0,30.43,12,11,20,27,6,2,44.44,39.71,8
617,Renato Kayzer,renato-kayzer,Renato Kayzer,F,178.0,Right,253,814723,79.0,1996-02-17,2023-12-31,1973,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/814723/image,0,0.0,0,0,0,0,0.37,3,0.0,0,0,1,1,1,0,0,0,0.0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,66.67,1,0.0,10,1,0,0,5,9,0.0,0,0,43,6,0,0.0,1,3,1,1,2,0,33.33,25.0,0
618,Jhoanner Chávez,jhoanner-chavez,Jhoanner Chávez,D,182.0,Left,245,1002458,25.0,2002-04-24,2023-12-31,39723,2100000.0,EC,Ecuador,2100000.0,EUR,https://api.sofascore.app/api/v1/player/1002458/image,0,58.33,1,0,0,0,0.19,4,0.0,0,0,2,1,1,0,0,0,0.0,7,2,0,0,0,0.0,14,0,7,0,1,0,12,11,0,0,0,0,1,0,0,0,11,0,0,1,0,0,259,49,6,0,79.15,12,40.0,205,97,5,0,54,113,33.33,1,4,589,103,0,36.36,4,10,25,29,16,7,40.98,40.28,4
619,Felipe Andrade,felipe-andrade,Felipe Andrade,D,182.0,Right,36,1502619,13.0,2002-05-29,,1961,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1502619/image,0,50.0,0,0,0,0,0.18,3,0.0,0,0,0,1,1,0,0,0,0.0,1,2,0,0,0,0.0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,93,18,3,0,83.87,3,33.33,78,47,0,0,15,31,0.0,0,3,212,20,0,50.0,0,7,4,7,2,1,57.14,53.85,0
620,JP Galvão,jp-galvao,JP Galvão,M,184.0,Right,66,1105815,57.0,2001-05-07,,1958,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1105815/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8,0,3,0,0,0,7,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54,9,4,0,79.63,0,57.14,43,19,3,0,11,27,60.0,0,2,186,23,0,33.33,1,3,9,11,3,2,42.86,40.74,2
621,Réver,rever,Réver,D,192.0,Right,328,39421,4.0,1985-01-04,2023-12-31,1977,140000.0,BR,Brazil,140000.0,EUR,https://api.sofascore.app/api/v1/player/39421/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,1,0,64.29,0,16.67,9,9,0,0,5,0,0.0,1,4,33,5,0,66.67,1,8,0,4,1,0,0.0,57.14,0
622,Camilo Cándido,camilo-candido,C. Cándido,D,174.0,Left,213,924073,38.0,1995-06-02,2025-07-31,1955,1400000.0,UY,Uruguay,1400000.0,EUR,https://api.sofascore.app/api/v1/player/924073/image,1,44.0,3,0,0,0,0.35,10,10.0,1,0,1,0,4,0,0,1,0.0,11,3,0,1,0,0.0,24,0,22,0,1,0,21,16,0,0,0,0,2,0,0,0,19,0,0,0,0,3,569,147,31,2,76.63,23,47.69,436,172,10,0,133,274,21.74,2,5,1254,234,1,22.73,7,19,42,47,19,15,45.16,40.87,6
623,Miranda,miranda,Miranda,D,182.0,Right,167,926868,35.0,2000-01-19,2023-12-31,1974,560000.0,BR,Brazil,560000.0,EUR,https://api.sofascore.app/api/v1/player/926868/image,0,100.0,0,0,0,0,0.22,4,0.0,0,0,0,0,1,0,0,0,0.0,1,3,0,0,0,0.0,4,0,4,0,0,0,18,2,0,0,0,0,0,0,0,0,9,0,0,3,0,1,224,30,9,0,87.5,4,37.5,196,112,1,0,28,85,50.0,0,9,394,34,0,47.37,2,7,7,16,7,4,41.18,44.44,1
624,Thauan Lara,thauan-lara,Thauan Lara,D,176.0,Left,166,1116956,36.0,2004-01-22,2025-12-31,1966,935000.0,BR,Brazil,935000.0,EUR,https://api.sofascore.app/api/v1/player/1116956/image,0,57.89,2,0,0,0,0.12,5,0.0,1,0,0,0,1,0,0,0,0.0,11,2,0,0,0,0.0,6,0,4,0,0,0,7,5,0,0,0,0,0,0,0,0,6,0,0,2,0,0,169,33,6,0,81.07,5,46.15,137,63,5,0,32,79,23.81,1,4,322,75,0,66.67,12,8,29,33,5,3,56.86,57.89,4
625,Matheus Cavichioli,matheus-cavichioli,M. Cavichioli,G,195.0,Right,230,243097,1.0,1986-07-27,2023-12-31,1973,160000.0,BR,Brazil,160000.0,EUR,https://api.sofascore.app/api/v1/player/243097/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,2,1,0,0,1,18,1,47,27,10,1,1,20,6,4,27,5,2,4,23,0,318,11,106,0,64.47,0,49.53,205,136,0,0,113,69,0.0,0,6,1349,116,1,100.0,2,15,1,7,1,15,50.0,87.5,0
626,Igor Formiga,igor-formiga,Igor Formiga,D,175.0,Right,61,1009030,33.0,1999-01-08,2027-06-30,3026,380000.0,BR,Brazil,380000.0,EUR,https://api.sofascore.app/api/v1/player/1009030/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,62,15,3,1,69.35,4,60.0,43,15,4,0,19,32,50.0,1,2,117,35,0,66.67,0,4,5,7,2,1,33.33,38.89,5
627,Stênio,stenio,Stênio,F,180.0,Right,253,1046740,22.0,2003-04-05,2026-12-31,1954,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/1046740/image,0,30.77,0,0,0,0,1.0,7,0.0,0,0,1,2,4,0,0,0,0.0,4,3,0,0,0,0.0,7,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,43,1,0,78.64,4,33.33,81,20,1,0,22,62,12.5,0,3,303,63,0,33.33,2,13,13,16,8,2,31.71,32.0,10
628,Igor,igor,Igor,M,,Right,180,1128846,48.0,2003-03-07,,5981,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1128846/image,0,100.0,2,0,0,0,0.25,4,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56,16,3,0,91.07,0,100.0,51,17,0,0,5,34,0.0,1,2,74,10,0,66.67,4,4,7,9,5,0,41.18,45.0,2
629,Éder Ferreira,eder-ferreira,Éder Ferreira,D,184.0,Right,106,842072,33.0,1995-04-06,2024-12-31,1973,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/842072/image,0,50.0,3,0,0,0,0.12,5,0.0,0,0,3,0,1,0,0,0,0.0,1,1,0,0,0,0.0,21,0,18,0,0,1,88,6,0,0,0,0,0,0,0,0,40,0,0,4,0,0,623,55,60,0,79.45,3,44.12,495,330,1,0,128,166,100.0,5,37,1432,135,1,52.86,4,22,26,63,21,16,48.15,50.81,0
630,Arthur Sales,arthur-sales,A. Sales,F,184.0,Left,204,1105780,19.0,2002-07-03,2026-06-30,5046,875000.0,BR,Brazil,875000.0,EUR,https://api.sofascore.app/api/v1/player/1105780/image,1,0.0,2,0,0,0,0.92,7,14.29,0,0,1,2,3,0,0,0,0.0,0,2,0,1,1,0.0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,2,0,1,120,45,3,0,80.0,3,75.0,96,24,0,0,24,72,0.0,0,6,293,52,0,28.57,8,9,11,17,3,2,37.93,34.0,10
631,Breno Cascardo,breno-cascardo,Breno Cascardo,M,183.0,Right,71,1469514,28.0,2003-09-25,2025-12-31,1973,580000.0,BR,Brazil,580000.0,EUR,https://api.sofascore.app/api/v1/player/1469514/image,1,61.11,10,0,1,0,1.31,22,4.55,0,0,1,1,5,0,0,0,0.0,22,7,0,0,1,0.0,29,0,9,0,0,0,8,30,0,0,0,0,0,0,0,0,24,0,0,0,0,0,524,109,24,0,83.4,8,70.59,437,179,2,0,87,260,33.33,1,10,1094,157,0,45.45,10,23,61,71,23,13,40.94,41.52,21
632,Jailson,jailson,Jailson,M,187.0,Right,418,794861,30.0,1995-09-07,2023-12-31,1963,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/794861/image,0,0.0,1,0,0,0,0.37,4,0.0,0,0,0,1,1,0,0,0,0.0,0,2,0,0,0,0.0,4,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,56,13,3,1,78.57,2,75.0,44,23,0,0,12,21,0.0,0,3,172,16,0,23.08,1,8,5,8,4,1,35.71,29.63,1
633,Weslley Patati,weslley-patati,W. Patati,F,167.0,Right,243,1148468,43.0,2003-02-11,2024-12-31,199299,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/1148468/image,0,35.71,4,0,0,0,0.8,10,0.0,0,0,0,1,2,0,0,0,0.0,5,4,0,0,0,0.0,5,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,45,21,3,0,80.0,2,60.0,36,8,2,0,9,30,33.33,0,2,128,32,0,50.0,3,8,13,15,3,0,38.24,39.47,3
634,Alerrandro,alerrandro,Alerrandro,F,176.0,Right,305,923948,9.0,2000-01-12,2026-12-31,1999,4099999.0,BR,Brazil,4099999.0,EUR,https://api.sofascore.app/api/v1/player/923948/image,1,50.0,2,0,0,1,3.06,13,7.69,0,0,5,4,3,0,0,1,0.0,3,8,0,1,0,0.0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,67,24,2,0,80.6,2,66.67,54,15,0,0,13,39,0.0,3,4,403,34,1,16.67,9,14,14,18,9,2,46.67,33.33,3
635,Lucas Braga,lucas-braga,L. Braga,M,184.0,Right,352,934801,30.0,1996-11-10,2026-04-30,1968,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/934801/image,0,36.36,3,0,0,0,0.34,10,0.0,0,0,4,0,1,0,0,0,0.0,20,6,0,0,0,0.0,28,0,9,0,0,0,15,21,0,0,0,0,2,0,0,0,29,0,0,6,0,0,446,122,5,0,82.51,13,26.32,368,155,2,0,78,215,5.71,3,11,1811,208,1,33.33,38,25,86,97,20,20,50.0,47.32,12
636,Javier Méndez,javier-mendez,J. Méndez,M,184.0,Right,44,924858,23.0,1994-12-05,2024-12-31,1973,450000.0,UY,Uruguay,450000.0,EUR,https://api.sofascore.app/api/v1/player/924858/image,0,100.0,0,0,0,0,0.01,1,0.0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0.0,8,0,4,0,0,0,10,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,73,10,3,0,78.08,0,50.0,57,33,0,0,16,24,0.0,2,2,257,24,0,66.67,3,7,13,15,6,2,44.83,46.88,4
637,Carlos Eduardo,eduardo-carlos,C. Eduardo,F,180.0,,54,1199473,42.0,2004-05-24,,1977,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1199473/image,0,0.0,1,0,0,0,0.01,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100.0,0,0.0,1,0,0,0,0,1,0.0,0,0,11,2,0,0.0,0,2,1,1,1,0,50.0,50.0,0
638,Lucas Piazón,lucas-piazon,L. Piazón,M,182.0,Right,447,156025,43.0,1994-01-20,2025-06-30,2999,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/156025/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,100.0,0,100.0,6,2,0,0,0,4,0.0,0,0,19,1,0,0.0,0,1,0,0,0,0,0.0,0.0,1
639,Mateo Ponte,mateo-ponte,Mateo Ponte,D,183.0,Right,308,1099163,4.0,2003-05-24,2026-12-31,1958,935000.0,UY,Uruguay,935000.0,EUR,https://api.sofascore.app/api/v1/player/1099163/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,83.33,0,50.0,5,3,0,0,1,2,0.0,0,0,21,4,0,0.0,0,1,1,1,0,0,33.33,25.0,1
640,Darlan,darlan,Darlan,M,169.0,Right,137,973924,37.0,1998-04-16,2026-06-30,3273,1200000.0,BR,Brazil,1200000.0,EUR,https://api.sofascore.app/api/v1/player/973924/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2,0,88.89,1,100.0,16,7,0,0,2,9,0.0,1,0,45,2,0,0.0,0,1,2,2,0,0,33.33,33.33,0
